id,name,archetype
28868394,Traptrix Vesiculo,Traptrix
28877100,Defensive Tactics,Gladiator Beast
28877382,DoomZ V Five - Amalthe,DoomZ
28877602,Evoltile Odonto,Evolsaur
28884172,Gagaga Mancer,Gagaga
28890974,Celestial Transformation,
28903523,Eternal Sunshine,Ancient Fairy Dragon
28912357,Gear Gigant X,Geargia
28927782,Dragunity Legion,Dragunity
28929131,"Zaphion, the Timelord",Timelord
28933734,Mask of Darkness,Mask
28954097,Mirror Swordknight,
28957126,Evil Eye of Gorgoneio,Evil Eye
28958464,"Spell Card ""Monster Reborn""",
28966434,Solitaire Magician,Fortune Lady
28981598,Nine-Lives Cat,
28985331,Armageddon Knight,
28990150,Photon Cerberus,Photon
29013526,Storming Wynn,
29021114,Silver Gadget,Gadget
29047353,Aquarium Stage,Aquaactress
29053656,Crimson Dragon Quetzacoatl,
29054481,Mist Valley Watcher,Mist Valley
29062925,Face Card Fusion,Polymerization
29071332,Armory Arm,
29085954,Number 78: Number Archive,
29087919,Geargia Change,Geargia
29088922,Fortune Lady Water,Fortune Lady
29092121,Cipher Biplane,Cipher
29095457,Primite Drillbeam,Primite
29095552,Masked HERO Acid,Masked HERO
29099860,Gouki Machine Suprex,Gouki
29107423,Ruddy Rose Witch,Rose
29111045,Goblin Biker Grand Breakout,Goblin
29114773,Speedroid Scratch,Speedroid
29116732,Daybreaker,
29139104,Avalanching Aussa,
29143457,Fire Formation - Ingen,Fire Formation
29143726,"Samsara, Dragon of Rebirth",
29146185,World of Prophecy,Spellbook
29155212,Pumpking the King of Ghosts,
29157292,Metal Illusionist,
29169993,Performapal Teeter Totter Hopper,Performapal
29172562,Steel Ogre Grotto #1,
29177818,Rose Girl,Rose
29185231,Parthian Shot,
29189613,Aroma Gardening,Aroma
29208536,Number 45: Crumble Logos the Prophet of Demolition,
29216198,Gravitic Orb,
29216967,Gimmick Puppet Scissor Arms,Gimmick Puppet
29223325,Artifact Ignition,Artifact
29228350,Dragon Laser,
29228529,Spell Reproduction,
29246354,Chrysalis Pinny,Chrysalis
29251488,Chef de Nouvelles,Nouvelles
29253591,Dragunity Couse,Dragunity
29265962,The League of Uniform Nomenclature Strikes,Uniform Nomenclature
29267084,Shadow Spell,
29280200,Vanquish Soul Dr. Mad Love,Vanquish Soul
29280589,Edge Imp Scythe,Edge Imp
29284413,Joker's Knight,Knight
29296344,Quadborrel Dragon,Borrel
29301450,S:P Little Knight,
29302858,Vanquish Soul Razen,Vanquish Soul
29303524,Seleglare the Luminous Lunar Dragon,
29307554,Lineage of Destruction,
29311166,Assault Wyvern,
29325276,Odd-Eyes Solblaze Dragon,Odd-Eyes
29330706,Armed Protector Dragon,
29343734,Elemental HERO Electrum,Elemental HERO
29348048,Vendread Scavenger,Vendread
29353756,ZW - Eagle Claw,Utopia
29354228,Dogmatika Encounter,Dogmatika
29357687,"Gorgon, Empress of the Evil Eyed",Evil Eye
29357956,Gladiator Beast Nerokius,Gladiator Beast
29369059,Yummy☆Surprise,Yummy
29374928,Armored Bitron,
29380133,Yado Karu,
29389368,Nutrient Z,
29400787,Ghostrick Parade,Ghostrick
29401950,Bottomless Trap Hole,Hole
29402771,Rainbow Marine Mermaid,
29415459,Mekk-Knight Yellow Star,Mekk-Knight
29417188,Psi-Blocker,
29423048,Infernal Flame Banshee,
29424328,"Diabolos, King of the Abyss",
29432356,Zefraath,Zefra
29432790,Rage with Eyes of Blue,Blue-Eyes
29436665,Dark Eradicator Warlock,Dark Magician
29439831,Morgana the Witch of Eyes,Morganite
29455728,Twin Photon Lizard,Photon
29477860,Spiral Discharge,Gaia The Fierce Knight
29479265,Unchained Abomination,Unchained
29491031,The Snake Hair,
29491334,Kozmo DOG Fighter,Kozmo
29491335,DOG Fighter Token,Kozmo
29508346,Arrivalrivals,
29510428,Imperial Princess Quinquery,
29515122,"Digvorzhak, King of Heavy Industry",
29537493,Ursarctic Mikpolar,Ursarctic
29549364,Mask of Restrict,Mask
29552709,Daigusto Sphreez,Gusto
29570824,"Ekto Enneacraft - ""tromarIA""",Enneacraft
29587993,Mist Valley Apex Avian,Mist Valley
29590752,Gladiator Beast Octavius,Gladiator Beast
29590905,Super Junior Confrontation,
29595202,Runick Allure,Runick
29596581,Thunder Dragonroar,Thunder Dragon
29599813,Purrely Pretty Memory,Purrely
29601381,Springans Captain Sargas,Springans
29603180,Annihilator Archfiend,Archfiend
29612557,Cyclone Boomerang,Elemental HERO
29616929,Traptrix Trap Hole Nightmare,Traptrix
29616941,Beautiful Beast Trainer,
29618570,Gray Wing,
29628180,Magical Musket - Last Stand,Magical Musket
29649320,Mirror Force Launcher,
29650040,Solfachord Harmonia,Solfachord
29654737,Amazoness Chain Master,Amazoness
29666221,Orcustrated Attack,Orcust
29669359,Number 61: Volcasaurus,
29687169,"Arnis, the Empowered Warrior",Empowered Warrior
29692206,Twin Long Rods #2,
29716911,Capacitor Stalker,
29719112,Cyber Pharos,Cyber Dragon
29724053,Summon Gate,
29726552,"Kumongous, the Sticky String Kaiju",Kaiju
29735721,Spell Vanishing,
29762407,Temple of the Kings,
29765339,Watthydra,Watt
29792472,Yad'al-Hecahands,Hecahands
29795530,Mischief of the Yokai,
29802344,Snakeyashi,
29826127,The Forces of Darkness,Dark World
29834183,Graydle Eagle,Graydle
29838323,Crystron Thystvern,Crystron
29843091,Ojama Trio,Ojama
29863101,Assault Teleport,Assault Mode
29867611,Amaze Attraction Majestic Merry-Go-Round,Attraction
29876299,Megalith Anastasis,Megalith
29876529,Darklight,
29882827,Ryu-Ge Rising,Ryu-Ge
29884951,Swordsoul Auspice Chunjun,Swordsoul
29888389,Gishki Shadow,Gishki
29904964,Arisen Gaia the Fierce Knight,Gaia The Fierce Knight
29905795,The Fabled Chawa,Fabled
29913783,Super Anti-Kaiju War Machine Mecha-Thunder-King,Kaiju
29925614,Chaos Allure Queen,Allure Queen
29927283,Returned Dino Daneen,
29929832,Marine Beast,
29934351,Earthbound Wave,Earthbound
29942771,Naturia Camellia,Naturia
29947751,Morphtronic Magnen,Morphtronic
29948294,Branded in High Spirits,Branded
29948642,Dig Beak,
29951323,Zap Mustung,
29975188,Cyber Dragon Vier,Cyber Dragon
29981921,Legendary Six Samurai - Shi En,Six Samurai
29981935,Bujin Torifune,Bujin
29996433,Dinowrestler Capoeiraptor,Dinowrestler
29999161,Zenmairch,Wind-Up
30010480,Gouki Thunder Ogre,Gouki
30012506,A-Assault Core,ABC
30013902,Sunseed Shadow,Sunseed
30037118,Devouring Sarcoughagus,
30042158,Cyber Ouroboros,
30064423,Topologic Blaster Dragon,Topologic
30068120,Edge Imp Sabres,Edge Imp
30069398,Wall of Ivy,
30069399,Ivy Token,
30079770,Red-Eyes Black Flare Dragon,Red-Eyes
30086349,Meteor Black Comet Dragon,Red-Eyes
30090452,Zanki,
30095833,Odd-Eyes Rebellion Xyz Dragon,Odd-Eyes
30100551,"Minerva, the Exalted Lightsworn",Lightsworn
30106950,"Suanni, Fire of the Yang Zing",Yang Zing
30113682,Judge Man,
30114823,Code Generator,Code Talker
30118200,Appliancer Vacculephant,Appliancer
30118701,Todoroki the Earthbolt Star,Star
30118811,Backup @Ignister,@Ignister
30123142,Synchro Strike,
30126992,Lightray Diabolos,
30127518,Darkfall,
30128445,Transcendosaurus Drillygnathus,Transcendosaurus
30131474,Borrel Supplier,Borrel
30138615,Nightmare-Eyes Restrict,Eyes Restrict
30155789,Brutal Potion,
30163008,"Ra'ten, the Heavenly General",
30170981,"Spirit Message ""L""",Spirit Message
30190809,Gear Golem the Moving Fortress,
30194529,Ningirsu the World Chalice Warrior,World Chalice
30208479,Magician of Black Chaos,Dark Magician
30213599,Gravekeeper's Descendant,Gravekeeper's
30221870,Meklord Emperor Wisel - Synchro Absorption,Meklord
30227494,Psychic Tracker,
30230789,"Karakuri Merchant mdl 177 ""Inashichi""",Karakuri
30241314,Macro Cosmos,
30243636,Hungry Burger,
30270176,Crimson Nova the Dark Cubic Lord,Cubic
30271097,The Fallen &amp; The Virtuous,Branded
30275298,Cyber End Dragon the Decisive Strike Dragon,Cyber
30276969,Reese the Ice Mistress,
30284022,Dark World Puppetry,Dark World
30286474,Gouki The Master Ogre,Gouki
30291086,Mental Tuner,
30299166,Worm Tentacles,Worm
30303854,Laval Archer,Laval
30312361,Phantom of Chaos,Chaos
30314994,Element Dragon,
30325729,Dokuroyaiba,
30327674,Chaos Witch,Chaos
30328508,Shaddoll Squamata,Shaddoll
30334522,Gishki Psychelone,Gishki
30336082,Sangen Summoning,Sangen
30338466,Bujin Regalia - The Sword,Bujin
30339825,"Hydor, the Base of All Things",
30341772,Utopia Buster,Utopia
30342076,Link Decoder,
30348744,T.G. Drill Fish,T.G.
30350202,"Eclipse, Dragon Ruler of Catastrophes",Dragon Ruler
30353551,Human-Wave Tactics,
30373970,Miasma Dragon Tistina,Tistina
30382214,Flower Cardian Cherry Blossom,Flower Cardian
30392583,Prediction Ritual,Prediction Princess
30394645,Dogmatika Lawbringer,Dogmatika
30397786,"Blue-Eyes White Dragon, the White Phantom Beast",Blue-Eyes
30398342,Yang Zing Creation,Yang Zing
30399511,Genex Power Planner,Genex
30411385,Valkyrie Zweite,Valkyrie
30426226,Switcheroroo,
30430448,Runick Freezing Curses,Runick
30432463,Dimonno Vaalmonica,Vaalmonica
30435145,Ancient Gear Factory,Ancient Gear
30439101,Melffy of the Forest,Melffy
30450531,Rite of Spirit,Gravekeeper's
30451366,Mystical Sheep #1,
30453613,Awakening of Veidos,
30459350,Imperial Iron Wall,
30461781,Legacy of Yata-Garasu,
30464153,Uminotaurus,
30488793,Counterforce,
30492798,Djinn Disserere of Rituals,Djinn
30494314,Red-Headed Oni,
30500113,Raidraptor - Return,Raidraptor
30502181,Lightsworn Sabre,Lightsworn
30525991,Witch Doctor of Sparta,
30531525,Enchanting Fitting Room,
30532390,Sky Scout,
30537973,Predaplant Spider Orchid,Predap
30539496,"True King Lithosagym, the Disaster",
30548775,Branch!,
30552375,Grid Rod,
30562585,ZERO-MAX,Infernity
30575681,Noble Knight Bedwyr,Noble Knight
30576089,Blue-Eyes Jet Dragon,Blue-Eyes
30581601,Yummy★Snatchy,Yummy
30583090,Evil HERO Dead-End Prison,Evil HERO
30585393,Puzzle Reborn,
30587695,Beetron,
30600344,Xyz Burst,
30603688,Apprentice Illusion Magician,Dark Magician
30604579,"Thor, Lord of the Aesir",Aesir
30606547,The Dark Door,
30607616,"Oboro-Guruma, the Wheeled Mayakashi",Mayakashi
30608985,Magical Undertaker,
30643162,Strike Slash,
30646525,"Garlandolf, King of Destruction",
30650147,Vendread Reorigin,Vendread
30653113,Blessings of the Nile,
30655537,Cyber Falcon,
30674956,"Wynn the Wind Charmer, Verdant",Charmer
30676200,Hero of the Ashened City,Ashened
30680659,Water Enchantress of the Temple,Adventurer
30683373,Shield Crush,
30691817,Marincess Sea Angel,Marincess
30698243,Red Hypernova Dragon,Cosmic Synchro Monster
30707994,Maximum Six,
30741334,Coach King Giantrainer,
30741503,"Galatea, the Orcust Automaton",Orcust
30748475,Destructive Daruma Karma Cannon,
30757127,Destiny HERO - Dangerous,Destiny HERO
30757396,Blood Mefist,
30761649,Barian Untopia,Barian's
30765615,"Ringowurm, the Dragon Guarding the Hundred Apples",
30770156,Core Transport Unit,Koa'ki Meiru
30778711,Shadow Ghoul,
30786387,Flower Stacking,Flower Cardian
30794966,Hieratic Dragon of Asar,Hieratic
30802207,Exosister Carpedivem,Exosister
30811116,Mecha Phantom Beast Stealthray,Mecha Phantom Beast
30822527,Decode Talker Extended,Code Talker
30829071,Amazement Ambassador Bufo,Amazement
30834988,All-Out Attacks,
30845999,Qlipper Launch,Qli
30860696,Rocket Warrior,
30864377,Gladiator Beast Tamer Editor,Gladiator Beast
30875635,Miracle Ejector,HERO
30888983,The Selection,
30907810,Magical Musket Mastermind Zakiel,Magical Musket
30913809,Light Force,
30914564,Sacred Crane,
30915572,Gallis the Star Beast,
30922149,Side Effects?,
30929786,Brotherhood of the Fire Fist - Rooster,Fire Fist
30936186,Koa'ki Meiru Urnight,Koa'ki Meiru
30964246,Argostars - Giantslaying,Argostars
30968774,Swap Cleric,
30979619,SPYRAL GEAR - Big Red,SPYRAL
30983281,Accel Synchro Stardust Dragon,Stardust
30989084,Aromalilith Rosemary,Aroma
30996652,Appliancer Reuse,Appliancer
30998403,D/D/D Sky King Zeus Ragnarok,D/D
31000575,Conscription,
31002402,Dogmatikalamity,Dogmatika
31006879,"On Your Mark, Get Set, DUEL!",
31010081,DoomZ Break - Diactorus,DoomZ
31034919,Mad Reloader,
31036355,Creature Swap,
31038159,Genesis Dragon,
31042659,Supreme Sovereign Serpent of Golgonda,
31044787,Ferret Flames,
31053337,Blackwing - Abrolhos the Megaquake,Blackwing
31059809,Silent Sea Nettle,
31061682,Kozmo Farmgirl,Kozmo
31066283,Revival of Dokurorider,
31076103,The First Sarcophagus,
31077447,Punch-in-the-Box,
31086840,Number 69: Heraldry Crest - Shatter Stream,Heraldry
31102447,Amazoness Spy,Amazoness
31111109,Elemental HERO Divine Neos,Elemental HERO
31114334,Assault Blackwing - Kusanagi the Gathering Storm,Assault Blackwing
31118030,Prediction Princess Arrowsylph,Prediction Princess
31122090,Gyakutenno Megami,
31123642,ZS - Utopic Sage,Zexal
31149212,Kashtira Riseheart,Kashtira
31173519,Rai Rider,
31175914,Attack Gainer,
31178212,Majespecter Unicorn - Kirin,Majespecter
31181711,Superheavy Samurai Soulshield Wall,Superheavy
31189536,Vampire Awakening,Vampire
31213049,XX-clusion,
31222701,Wavering Eyes,Magician
31226177,Imduk the World Chalice Dragon,World Chalice
31230289,Doodle Beast - Stego,Doodle Beast
31241087,Transcendosaurus Meteorus,Transcendosaurus
31242786,Souleater,
31245780,Battle Mania,
31247589,Gladiator Beast Dimacari,Gladiator Beast
31259606,Supreme Sea Mare,
31281980,Healing Wave Generator,
31286915,"K9-X ""Ripper/M""",K9
31292357,Performage Hat Tricker,Performage
31303283,Hazy Flame Hyppogrif,Hazy
31305911,Marshmallon,
31313405,Salamangreat Pyro Phoenix,Salamangreat
31314549,Raidraptor - Singing Lanius,Raidraptor
31320433,Number 47: Nightmare Shark,
31322640,Allure Palace,
31328739,Psi-Impulse,
31339260,Zombie Warrior,Skull Servant
31353051,Exploderokket Dragon,Rokket
31374201,"Whitebeard, the Plunder Patroll Helm",Plunder Patroll
31383545,XX-Saber Darksoul,X-Saber
31385077,Chaos Goddess,Chaos
31386180,"Tiras, Keeper of Genesis",
31398842,Xyz Force,Xyz
31411835,Hecahands Dandalos,Hecahands
31423101,Divine Sword - Phoenix Blade,
31425736,Cupsy☆Yummy,Yummy
31434645,Cursed Eldland,Eldlich
31437713,Number 82: Heartlandraco,
31440046,Prank-Kids Rocksies,Prank-Kids
31440542,Rafflesia Seduction,
31443476,Quick Launch,Rokket
31444249,Void Imagination,Infernoid
31447217,Wingweaver,
31456110,Evilswarm Golem,Lswarm
31458630,Melodious Concerto,Melodious
31461282,Miracle Stone,Fortune Fairy
31464658,Three-Eyed Ghost,
31467372,Everliving Underworld Cannon,
31467949,"Recon, Scout Fur Hire",Fur Hire
31472884,Unified Front,
31476755,Dust Barrier,
31477025,Mr. Volcano,
31480215,Mecha Phantom Beast Warbluran,Mecha Phantom Beast
31516413,Hieratic Dragon of Nebthet,Hieratic
31525442,Zolga the Prophet,
31531170,Harmonic Oscillation,
31533473,Clown Clan Diablo,Clown Clan
31533704,Mecha Phantom Beast Megaraptor,Mecha Phantom Beast
31539614,Antidote Nurse,
31548215,Gravedigger's Trap Hole,Hole
31548814,Void Feast,Infernoid
31550470,Escape from the Dark Dimension,
31552317,Crystron Inclusion,Crystron
31553716,Spear Dragon,
31554054,Xyz Revenge Shuffle,
31557782,Ancient Gear,
31560081,Magician of Faith,
31562086,Runick Tip,Runick
31563350,Zubaba General,
31571902,Malevolent Mech - Goku En,
31588572,Unchained Twins - Sarama,Unchained
31596518,Eidos the Underworld Monarch,Monarch
31600513,Praying Mantis,
31600845,Amazement Abomination Arlekino,Amazement
31603289,Cupsy★Yummy Way,Yummy
31615285,Cactus Bouncer,
31629407,Magical Musketeer Starfire,Magical Musket
31632536,Laval Dual Slasher,Laval
31643613,Predapractice,Predaplant
31677606,Black and White Wave,
31683874,Fortune Fairy Ann,Fortune Fairy
31692182,Koa'ki Meiru Hydro Barrier,Koa'ki Meiru
31699677,Magikuriboh,Kuriboh
31706048,World Legacy Survivor,Krawler
31709826,Revival Jam,Slime
31712840,Zexal Alliance,Zexal
31733941,Red-Eyes Toon Dragon,Toon
31755044,Zoodiac Whiptail,Zoodiac
31759689,Tindangle Hound,Tindangle
31764353,Familiar-Possessed - Wynn,Charmer
31764700,Yubel - The Ultimate Nightmare,Yubel
31766317,Archfiend Empress,Archfiend
31768112,Oilman,
31772684,Vendread Revenants,Vendread
31785398,Ready for Intercepting,
31786629,Thunder Dragon,Thunder Dragon
31786838,Regenesis,Regenesis
31801517,Number 62: Galaxy-Eyes Prime Photon Dragon,Galaxy-Eyes
31809476,Flash of Heraldry,Heraldry
31812496,Stone Statue of the Aztecs,
31817415,Armed Neos,Neos
31826057,Symphonic Warrior Piaano,Symphonic Warrior
31828916,Machina Armored Unit,Machina
31829185,Dark Necrofear,
31833038,Borreload Dragon,Borrel
31834488,Book of Lunar Eclipse,Book of
31849106,Different Dimension Ground,
31855260,Myutant Cry,Myutant
31863912,Dice-nied,
31887806,Tobari the Sky Ninja,Ninja
31887905,Familiar-Possessed - Aussa,Charmer
31890399,Fiend's Mirror,
31893528,"Spirit Message ""I""",Spirit Message
31897444,Defender of the Labyrinth,
31904181,The Six Samurai - Nisashi,Six Samurai
31919988,Dark Diviner,
31924889,Arcanite Magician,
31930787,Meklord Emperor Skiel,Meklord
31944175,Threshold Borg,
31969219,Baneshade,
31971040,Vaalmonica Chosen Melody,Vaalmonica
31975743,Ape Magician,
31980955,Quiet Life,
31986288,Regenerating Rose,Rose Dragon
31986289,Regenerating Rose Token,Rose Dragon
31987203,Harvest Angel of Doom,Counter Fairy
31987274,Flying Fish,
31991800,Majespecter Raccoon - Bunbuku,Majespecter
32003338,Number 34: Terror-Byte,
32012841,Millennium Shield,
32013448,Evening Twilight Knight,Black Luster Soldier
32015116,Blind Destruction,
32022366,Gravity Axe - Grarl,Guardian
32036866,F.A. Overheat,F.A.
32044231,Rank-Up-Magic Magical Force,Rank-Up-Magic
32056070,You and A.I.,A.I.
32061192,Maliss <P> Dormouse,Maliss
32061744,Wattkeeper,Watt
32062913,Mega Ton Magical Cannon,
32065885,Heartfelt Appeal,
32086564,Xyz Tribalrivals,
32104431,Destruction Sword Memories,Destruction Sword
32120116,Enma's Judgment,
32126000,Learning Elf,
32134638,Dinomist Ankylos,Dinomist
32138660,Reptilianne Melusine,Reptilianne
32146097,D/D Pandora,D/D
32152870,Scareclaw Decline,Scareclaw
32164201,ZW - Pegasus Twin Saber,Saber
32175429,Heroic Call,Heroic
32176662,Flip Frozen,
32180819,Psychokinesis,
32181268,Amano-Iwato,
32202803,Bujingi Wolf,Bujin
32207100,A Major Upset,
32216688,R.B. The Brute Blues,R.B.
32224143,Ghostrick Socuteboss,Ghostrick
32231618,Prediction Princess Coinorma,Prediction Princess
32232538,D/D/D Wise King Solomon,D/D
32233746,Vanquishing Light,Lightsworn
32236916,Rainbow Bridge Bifrost,
32240937,Ultimate Obedient Fiend,
32245230,The Deal of Destiny,
32247099,Ultimate Divine-Beast,Egyptian God
32268901,Salamandra,
32269855,The All-Seeing White Tiger,
32270212,Ties That Bind,Shining Sarcophagus
32271987,Featherizer,
32274490,Skull Servant,Skull Servant
32278723,Aqua Jet Surface,Aqua Jet
32281491,ZS - Ouroboros Sage,Zexal
32289031,Tellarknight Constellar Delteros,Constellar
32295838,Digitron,
32296881,Bountiful Artemis,
32298781,Triangle Power,
32302078,Dhampir Vampire Sheridan,Vampire
32305461,Fortune Fairy En,Fortune Fairy
32314730,Koa'ki Meiru Crusader,Koa'ki Meiru
32335697,Haunted Zombies,
32339440,Bujin Yamato,Bujin
32344688,Dark Chimera,PaniK's monsters
32349062,D/D Dog,D/D
32354768,Oracle of Zefra,Zefra
32355828,Skelgon,
32360466,Beginning of Heaven and Earth,Black Luster Soldier
32362575,Magical Merchant,
32391566,Extra Veiler,
32391631,Savage Colosseum,
32393580,Cyber Shark,
32422602,Ancient Warriors - Ingenious Zhuge Kong,Ancient Warriors
32437102,Dragonic Attack,
32441317,De-Synchro,
32442017,DoomZ Raiders,DoomZ
32446630,Number C43: High Manipulator of Chaos,Chaos
32448765,Trickstar Holly Angel,Trickstar
32452818,Beaver Warrior,
32453837,Number 2: Ninja Shadow Mosquito,Ninja
32465539,Digital Bug Cocoondenser,Digital Bug
32467459,El Shaddoll Meshahrail,Shaddoll
32472237,Metalrokket Dragon,Rokket
32476434,Shogi Lance,
32476603,Silverrokket Dragon,Rokket
32480825,T.G. Mighty Striker,T.G.
32484853,Singularity Fiend,
32485271,Rose Spectre of Dunn,Rose Dragon
32485518,Immortal Ruler,
32491822,"Hamon, Lord of Striking Thunder",Sacred Beast
32519092,Monk of the Tenyi,Tenyi
32530043,Gallant Granite,
32539892,Minar,
32541773,The Portrait's Secret,
32542011,High Tide on Fire Island,
32543380,Volcanic Doomfire,Volcanic
32548318,Rahu Dracotail,Dracotail
32548609,Wattmole,Watt
32549749,Arms Regeneration,
32557233,Rikka Tranquility,Rikka
32559361,Number C9: Chaos Dyson Sphere,Chaos
32566831,Cards of the Red Stone,Red-Eyes
32569498,Korogashi,
32588805,The Despair Uranus,
32600024,Chamber Dragonmaid,Dragonmaid
32603633,Backs to the Wall,Six Samurai
32615065,Shura the Combat Star,
32617464,Tri-Gate Wizard,
32619583,"Sillva, Warlord of Dark World",Dark World
32623004,Nopenguin,Penguin
32626733,Spiral Serpent,
32646477,Dark Strike Fighter,
32663969,Domino Effect,
32665564,Dark Contract with the Zero King,D/D
32671443,Doctor D,
32679370,Hero Kid,
32687071,Amorphage Sloth,Amorphage
32692693,Ursarctic Radiation,Ursarctic
32696942,Big Belly Knight,
32703716,Fish and Kicks,
32710364,Crystal Beast Ruby Carbuncle,Crystal Beast
32723153,Magical Explosion,
32731036,The Bystial Lubellion,Bystial
32744558,R-Genex Overseer,Genex
32750341,Battlin' Boxer Sparrer,Battlin' Boxer
32750510,Ice Master,
32751480,Mystical Sand,
32752319,UFOroid Fighter,Roid
32754886,Black Illusion,
32756828,Branded Beast,Branded
32759190,Hecahands Yadel,Hecahands
32761286,Scrap Worm,Scrap
32762201,Ancient Gear Statue,Ancient Gear
32764863,Xyz Revive Splash,
32768230,Cyber Eternal,Cyber
32775808,Archfiend's Manifestation,Archfiend
32785578,Farewelcome Labrynth,Labrynth
32787239,Performapal Trumpanda,Performapal
32807846,Reinforcement of the Army,
32809211,Jinzo #7,Jinzo
32825095,White Moray,White
32828466,Wake Up Your Elemental HERO,Elemental HERO
32828635,Cycle of the World,Demise
32835363,Cracking,
32841045,Magical Musketeer Caspar,Magical Musket
32854013,Super Rush Recklessly,
32872239,Gallugallud the Endless Enigma,
32872833,"Parsec, the Interstellar Dragon",
32875265,Puppet Parade,Gimmick Puppet
32887445,Flourishing Frolic,
32907538,Grapple Blocker,
32909498,Kashtira Fenrir,Kashtira
32912040,Triamid Master,Triamid
32918479,Majestic Mech - Senku,Majestic
32919136,Falling Down,Archfiend
32933942,Crystal Beast Amethyst Cat,Crystal Beast
32939238,Ninjitsu Art Tool - Iron Digger,Ninjitsu Art
32965616,Elemental Grace Doriado,Doriado
32975247,Divine Dragon Titanomakhia,Divine Dragon
32986898,Steel Star Regulator,
32991027,"Georgius, Swordman of the Ice Barrier",Ice Barrier
32991300,Fiendsmith's Agnumday,Fiendsmith
32995007,"Celestial Wolf Lord, Blue Sirius",
32995276,Link Disciple,
32999573,Xyz Override,
33008376,Materiactor Gigadra,Materiactor
33015627,"Sandaion, the Timelord",Timelord
33017655,The Gates of Dark World,Dark World
33017964,Illusion Gate,Phantasm
33022867,Emperor Maju Garzett,Maju
33026283,Dual Avatar - Empowered Kon-Gyo,Dual Avatar
33031674,Incandescent Ordeal,
33034646,Flame Armor Ninja,Ninja
33041277,Cyber Revsystem,Cyber Dragon
33055499,Prey of the Jirai Gumo,Trap Monster
33057951,Surface,
33062423,Decode Destruction,Code Talker
33064647,One-Eyed Shield Dragon,
33066139,Reaper of the Cards,
33093439,Cyber Eltanin,
33099732,Overload Future Fusion,Polymerization
33103459,Performapal Corn,Odd-Eyes
33112041,Volcanic Rat,Volcanic
33113958,LeVirtue Dragon,
33114323,Metalsilver Armor,
33129626,Centaur Mina,
33145233,Djinn Demolisher of Rituals,Djinn
33158448,F.A. Dawn Dragster,F.A.
33171768,Axon Kicker Oracle,
33178416,Misairuzame,
33184167,Tribe-Infecting Virus,
33184236,Karakuri Trick House,Karakuri
33198837,Naturia Beast,Naturia
33202303,Earthbound Servant Geo Gremlina,Earthbound
33206889,Performage Trapeze Witch,Performage
33212663,Archnemeses Eschatos,
33225925,Milla the Temporal Magician,Magician
33236860,Blackwing - Silverwind the Ascendant,Blackwing
33244944,Contract with Exodia,Exodia
33245030,Sphere Kuriboh,Kuriboh
33248692,Option Hunter,
33250142,Ultimate Flagship Ursatron,Ursarctic
33252803,Rank-Up-Magic Quick Chaos,Chaos
33256280,Metalfoes Goldriver,Metalfoes
33280639,Prologue of the Destruction Swordsman,Destruction Sword
33282498,Arkbrave Dragon,
33296432,"Dogmatika Adin, the Enlightened",Dogmatika
33298291,Dances with Beasts,
33300669,Amorphage Envy,Amorphage
33302407,Poison Chain,Iron Chain
33302589,Constellar Castor,Constellar
33314479,Flying Red Carp,
33318980,Soldier Gaia the Fierce Knight,Gaia The Fierce Knight
33323657,Psychic Soul,
33325951,Shinobaroness Shade Peacock,Shinobird
33327029,Metalfoes Counter,Metalfoes
33331231,Surgical Striker - H.A.M.P.,Sky Striker
33334269,D/D Ghost,D/D
33347467,Ghost Ship,
33365932,Volcanic Shell,Volcanic
33391067,Curse Reflection Doll,
33393090,Yowie,
33396948,Exodia the Forbidden One,Exodia
33407125,Labrynth Labyrinth,Labrynth
33413279,Explosive Magician,
33413638,Cockroach Knight,
33420078,Plaguespreader Zombie,
33423043,D.D. Designator,D.D.
33438265,R.B. Ga10 Cutter,R.B.
33438666,Vampire Grimson,Vampire
33453260,Comic Hand,Toon
33455338,Maniacal Servant,
33460840,Guardian of Felgrand,Guardian
33467872,Deep Sea Repetiteur,Deep Sea
33491462,Snowdrop the Rikka Fairy,Rikka
33499794,Nemleria Repeter,Nemleria
33503878,Abyss Script - Dramatic Story,Abyss Script
33506331,Clear Cube,Clear
33508719,Morphing Jar,
33537328,Earthbound Immortal Cusillu,Earthbound
33541430,Flower Cardian Moonflowerviewing,Flower Cardian
33543890,Drytron Beta Rastaban,Drytron
33545259,Ancient Warriors - Ambitious Cao De,Ancient Warriors
33550694,Fusion Gate,
33551032,Umbral Horror Unform,Umbral Horror
33574806,Elemental HERO Escuridao,Elemental HERO
33578406,Original Bamboo Sword,Bamboo Sword
33609093,Ancient Warriors Saga - Borrowing of Arrows,Ancient Warriors
33609262,Tenacity of the Monarchs,Monarch
33611061,Bujinunity,Bujin
33621868,Giganto,
33622465,First-Aid Squad,
33652635,Gladiator Beast Domitianus,Gladiator Beast
33655493,Belial - Marquis of Darkness,
33656832,Acrobatic Magician,Magician
33665663,Fire Formation - Kaiyo,Fire Formation
33676146,Escapegoat,
33691040,Pragtical,
33695750,Des Mosquito,
33698022,Black Rose Moonlight Dragon,Rose Dragon
33725002,V Salamander,Utopia
33725271,Volcanic Recharge,Volcanic
33731070,"Beiige, Vanguard of Dark World",Dark World
33734439,Three-Legged Zombies,
33737664,Graverobber's Retribution,
