id,name,country,event_date,winner,format,slug,player_count,is_approximate_player_count
3238,Israel National Championship 2025,Israel,2025-06-26,Yoav Lubovic,TCG,israel-national-championship-2025-3238,100,True
3239,Super Memory Card Tournament,China,2025-07-05,,OCG,super-memory-card-tournament-3239,38,True
3240,Melbourne WCQ Regional,Australia,2023-10-01,Freddy Cammell,TCG,melbourne-wcq-regional-3240,34,True
3241,North America WCQ Playoffs,United States,2025-07-11,James Markowitz,TCG,north-america-wcq-playoffs-3241,16,False
3242,39th Lotus Cup,Japan,2025-07-12,若者代表,OCG,39th-lotus-cup-3242,57,True
3243,4th Tresta CS,Japan,2025-07-13,Negoto CS 8/15大分開催,OCG,4th-tresta-cs-3243,60,True
3244,Dalian Lemao Peace Cup,China,2025-07-12,,OCG,dalian-lemao-peace-cup-3244,71,True
3245,Gray Flow Card Shop Tournament,China,2025-07-12,,OCG,gray-flow-card-shop-tournament-3245,56,True
3246,Tianxuan card store tournament,China,2025-07-13,,OCG,tianxuan-card-store-tournament-3246,33,True
3247,Butterfly Card Store tournament,China,2025-07-13,尘久,OCG,butterfly-card-store-tournament-3247,33,True
3248,1923cs team match 3vs3,South Korea,2025-07-13,하면하지,OCG,1923cs-team-match-3vs3-3248,72,True
3249,Legendary AE Tournament,Viet Nam,2025-07-14,Hoàng Minh Hiếu,OCG-AE,legendary-ae-tournament-3249,14,True
3250,Arcanum Hobbies AE Tournament,Indonesia,2025-07-16,Aditya Saputra,OCG-AE,arcanum-hobbies-ae-tournament-3250,10,True
3251,Arena Games Store WCQ Regional,Brazil,2022-03-13,Rafael Mariano Reich,TCG,arena-games-store-wcq-regional-3251,300,True
3252,Stockholm WCQ Regional,Sweden,2022-03-12,Herman Hansson,TCG,stockholm-wcq-regional-3252,100,True
3253,Preston WCQ Regional,United Kingdom,2022-03-19,,TCG,preston-wcq-regional-3253,100,True
3254,Puerto Rico WCQ Regional,Puerto Rico,2022-04-03,,TCG,puerto-rico-wcq-regional-3254,100,True
3255,Birmingham WCQ Regional,United Kingdom,2022-04-02,,TCG,birmingham-wcq-regional-3255,100,True
3256,Bexhill-on-Sea WCQ Regional,United Kingdom,2022-03-06,Zeki Shah,TCG,bexhill-on-sea-wcq-regional-3256,120,True
3257,Fritzlar WCQ Regional,Germany,2022-03-19,,TCG,fritzlar-wcq-regional-3257,280,True
3258,Tables and Towers BROL Case Tourney,United States,2021-12-05,,TCG,tables-and-towers-brol-case-tourney-3258,100,True
3259,Yu-Gi-Wang Netherlands WCQ Regional,Netherlands,2021-11-14,,TCG,yu-gi-wang-netherlands-wcq-regional-3259,100,True
3260,China City Tour Special 2025 -Shanghai station,China,2025-07-19,梦幻晨星,OCG-CN,china-city-tour-special-2025-shanghai-station-3260,512,True
3261,China City Tour Special 2025 -Wuhan station,China,2025-07-19,文昌鸡@HWP,OCG-CN,china-city-tour-special-2025-wuhan-station-3261,251,True
3262,China City Tour Special 2025 -Beijing station,China,2025-07-19,无情,OCG-CN,china-city-tour-special-2025-beijing-station-3262,496,True
3263,Kissimmee WCQ Regional,United States,2025-07-26,Sherrod Spikes,TCG,kissimmee-wcq-regional-3263,500,True
3264,Lubbock WCQ Regional,United States,2025-07-26,Cameron Neal,TCG,lubbock-wcq-regional-3264,350,True
3265,Madison WCQ Regional,United States,2025-07-26,Finley Cates,TCG,madison-wcq-regional-3265,350,True
3266,Columbus WCQ Regional,United States,2025-07-26,Davon Lamarr Hall,TCG,columbus-wcq-regional-3266,219,False
3267,Greenville WCQ Regional,United States,2025-07-26,Justin Russell,TCG,greenville-wcq-regional-3267,196,False
3268,Cochabamba WCQ Regional,Bolivia,2025-07-26,Eddie Andre Alba Pando,TCG,cochabamba-wcq-regional-3268,76,False
3269,Guayaquil WCQ Regional,Ecuador,2025-07-26,Josue Becerra,TCG,guayaquil-wcq-regional-3269,200,True
3270,Georgetown WCQ Regional,Guyana,2025-07-26,Asean Little,TCG,georgetown-wcq-regional-3270,50,True
3271,Arkham Remote WCQ Regional,United States,2025-07-27,Austin Moore,TCG,arkham-remote-wcq-regional-3271,120,True
3272,New Haven WCQ Regional,United States,2025-07-27,Christopher LeBlanc,TCG,new-haven-wcq-regional-3272,266,False
3273,Mexico City WCQ Regional,Mexico,2025-07-27,Hiram Montecillo Juarez,TCG,mexico-city-wcq-regional-3273,600,True
3274,Arequipa WCQ Regional,Peru,2025-07-27,,TCG,arequipa-wcq-regional-3274,76,False
3275,Chaguanas WCQ Regional,Trinidad and Tobago,2025-07-27,Nicholas Harrichandsingh,TCG,chaguanas-wcq-regional-3275,103,False
3276,China City Tour Special 2025 -Guangzhou station,China,2025-07-19,K,OCG-CN,china-city-tour-special-2025-guangzhou-station-3276,512,True
3277,Joshua Master Duel Challenger Cup,United Kingdom,2025-07-20,frle,Master Duel,joshua-master-duel-challenger-cup-3277,128,True
3278,Changing of the Seasons Master Duel Challenger Cup,United Kingdom,2025-07-04,verretheotherbunny,Master Duel,changing-of-the-seasons-master-duel-challenger-cup-3278,128,True
3279,Vohlt Master Duel Challenger Cup,United Kingdom,2025-07-19,scarblack,Master Duel,vohlt-master-duel-challenger-cup-3279,128,True
3280,Jokah 3v3 Master Duel Challenger Cup,United Kingdom,2025-04-27,STOR,Master Duel,jokah-3v3-master-duel-challenger-cup-3280,192,False
3281,China City Tour Special 2025 -Chengdu station,China,2025-07-19,快乐韦狗@tdf,OCG-CN,china-city-tour-special-2025-chengdu-station-3281,254,True
3282,European WCQ Playoffs,Germany,2025-07-25,Damien Valla,TCG,european-wcq-playoffs-3282,16,False
3283,Super memory card big cypress store,China,2025-07-26,,OCG-CN,super-memory-card-big-cypress-store-3283,56,True
3284,Dragon Road Store tournament,China,2025-07-26,,OCG-CN,dragon-road-store-tournament-3284,44,True
3285,Super Memory Card Suzhou Store tournament,China,2025-07-26,,OCG-CN,super-memory-card-suzhou-store-tournament-3285,35,True
3286,5th Fuwadora Cup,Japan,2025-07-27,ペロシャン選手,OCG,5th-fuwadora-cup-3286,35,True
3287,2nd Spark cup,Japan,2025-07-27,しノん,OCG,2nd-spark-cup-3287,45,True
3288,28th Dacro CS,Japan,2025-07-27,声デカンパニー,OCG,28th-dacro-cs-3288,51,True
3289,Multitoys Kelapa Gading Jakarta Utara,Indonesia,2025-07-28,Syailendra,OCG-AE,multitoys-kelapa-gading-jakarta-utara-3289,12,True
3290,15th Ponzu,Japan,2025-07-27,はる,OCG,15th-ponzu-3290,52,True
3291,Burnaby WCQ Regional,Canada,2025-07-27,Jimmy Trung,TCG,burnaby-wcq-regional-3291,89,False
3292,Team Sword Card Store Tournament,China,2025-07-27,,OCG-CN,team-sword-card-store-tournament-3292,32,True
3293,Oldenburg WCQ Regional,Germany,2025-08-02,Quentin Rode,TCG,oldenburg-wcq-regional-3293,59,False
3294,Stevenage WCQ Regional,United Kingdom,2025-08-03,Frankie Yuen,TCG,stevenage-wcq-regional-3294,90,False
3295,Seattle WCQ Regional,United States,2025-08-03,Ji Sang Kim,TCG,seattle-wcq-regional-3295,195,False
3296,Wien WCQ Regional,Austria,2025-08-03,Nils Broermann,TCG,wien-wcq-regional-3296,65,False
3297,Braunschweig WCQ Regional,Germany,2025-08-03,Justin Hopkins,TCG,braunschweig-wcq-regional-3297,112,False
3298,Trimbach WCQ Regional,Switzerland,2025-08-03,Nicolas Hanrion,TCG,trimbach-wcq-regional-3298,62,False
3299,Grimsby WCQ Regional,United Kingdom,2025-08-02,Josh Kelly,TCG,grimsby-wcq-regional-3299,40,False
3300,Paisley WCQ Regional,United Kingdom,2025-08-02,Ben Lawrence,TCG,paisley-wcq-regional-3300,77,False
3301,20TH 3v3 KOI,Japan,2025-08-01,SPけろちゃんズ,OCG,20th-3v3-koi-3301,75,True
3302,3v3 BAEKSU CS,South Korea,2025-08-01,@ oksusup,OCG,3v3-baeksu-cs-3302,75,True
3303,China City Tour 2025 -Shenzen station,China,2025-08-04,折言,OCG,china-city-tour-2025-shenzen-station-3303,800,True
3304,1st Sapporo CS,Japan,2025-08-03,ゴリ,OCG,1st-sapporo-cs-3304,45,True
3305,YCS Leipzig,Germany,2012-02-25,Stephan Sluis,TCG,ycs-leipzig-3305,1140,False
3306,European WCQ 2012,Germany,2012-07-08,Stefano Memoli,TCG,european-wcq-2012-3306,1500,True
3307,Yu-Gi-Oh! World Championship 2012,Japan,2012-08-12,Akikazu Saito,World Championship,yu-gi-oh-world-championship-2012-3307,26,False
3308,YCS Barcelona,Spain,2012-12-02,Jack Bruun,TCG,ycs-barcelona-3308,1500,True
3309,3rd Kinta CS,Japan,2025-08-03,優勝 jori,OCG,3rd-kinta-cs-3309,45,True
3310,Super Memory Card Suzhou Store tournament,China,2025-08-02,,OCG,super-memory-card-suzhou-store-tournament-3310,33,True
3311,Boise WCQ Regional,United States,2025-08-09,Thomas Griffin,TCG,boise-wcq-regional-3311,80,True
3312,Bainbridge WCQ Regional,United States,2025-08-09,Ranveer Uppal,TCG,bainbridge-wcq-regional-3312,300,True
3313,Santa Clara WCQ Regional,United States,2025-08-09,Austin Hou,TCG,santa-clara-wcq-regional-3313,349,False
3314,Fort Worth WCQ Regional,United States,2025-08-09,Sean Bradley,TCG,fort-worth-wcq-regional-3314,500,True
3315,Denver WCQ Regional,United States,2025-08-09,Sean Schneiter,TCG,denver-wcq-regional-3315,300,True
3316,Indianapolis WCQ Regional,United States,2025-08-09,Erik Carlson,TCG,indianapolis-wcq-regional-3316,221,False
3317,Richmond WCQ Regional,United States,2025-08-09,Justin Russel,TCG,richmond-wcq-regional-3317,229,False
3318,Honolulu WCQ Regional,United States,2025-08-09,Ryan Kamakakoa Lagadon,TCG,honolulu-wcq-regional-3318,50,True
3319,Hagatna WCQ Regional,Guam,2025-08-10,,TCG,hagatna-wcq-regional-3319,60,True
3320,Queens WCQ Regional,United States,2025-08-10,Jose Santiago Torres,TCG,queens-wcq-regional-3320,400,False
3321,The Side Deck Remote Duel WCQ Regional,United States,2025-08-10,Allen Clark Vera,TCG,the-side-deck-remote-duel-wcq-regional-3321,121,False
3322,Tegucigalpa WCQ Regional,Honduras,2025-08-10,Mario Moncada,TCG,tegucigalpa-wcq-regional-3322,200,True
3323,Irapuato WCQ Regional,Mexico,2025-08-10,Paulo Fernández,TCG,irapuato-wcq-regional-3323,400,True
3324,Ciudad Real WCQ Regional,Spain,2025-08-12,,TCG,ciudad-real-wcq-regional-3324,50,True
3325,Halifax WCQ Regional,Canada,2025-08-09,Jacob Vincent,TCG,halifax-wcq-regional-3325,50,True
3326,Montreal WCQ Regional,Canada,2025-08-09,Lucca Starnino,TCG,montreal-wcq-regional-3326,160,False
3327,Prince George WCQ Regional,Canada,2025-08-09,,TCG,prince-george-wcq-regional-3327,13,False
3328,Heredia WCQ Regional,Costa Rica,2025-08-10,Daniel Coto Grosser,TCG,heredia-wcq-regional-3328,161,False
3329,New Zealand Open 2025,New Zealand,2025-08-09,Monitosh Thaker,TCG,new-zealand-open-2025-3329,74,False
3330,Asuncion WCQ Regional,Paraguay,2025-08-09,Guillermo Pereira,TCG,asuncion-wcq-regional-3330,40,False
3331,Montevideo WCQ Regional,Uruguay,2025-08-09,Agustin Da Silva,TCG,montevideo-wcq-regional-3331,120,True
3332,Bogota WCQ Regional,Colombia,2025-08-10,Camilo Rojas,TCG,bogota-wcq-regional-3332,250,False
3333,2th Mechaba Cup,Japan,2025-08-09,Rei_零,OCG,2th-mechaba-cup-3333,36,True
3334,Tianxuan card store tournament,China,2025-08-09,,OCG,tianxuan-card-store-tournament-3334,60,True
3335,10th Taiyo CS,Japan,2025-08-10,じょじょじょじょーかーず,OCG,10th-taiyo-cs-3335,57,True
3336,Moonlit Night CS,Japan,2025-08-10,若葉マーク,OCG,moonlit-night-cs-3336,72,True
3337,Bad Cat's Card Store Tournament,China,2025-08-10,,OCG,bad-cat-s-card-store-tournament-3337,33,True
3338,1923cs team match 3vs3,South Korea,2025-08-10,신종권 주악꾸옥쥐,OCG,1923cs-team-match-3vs3-3338,75,True
3339,YCS Vancouver,Canada,2025-08-16,Steven Trifunoski,TCG,ycs-vancouver-3339,560,False
3340,São Paulo WCQ Regional,Brazil,2025-08-16,Felipe Urias Moreira Da Silva,TCG,são-paulo-wcq-regional-3340,256,True
3341,Chihuahua WCQ Regional,Mexico,2025-08-16,Rafael Alejandro Perea,TCG,chihuahua-wcq-regional-3341,100,True
3342,Mobile WCQ Regional,United States,2025-08-16,William Brasel,TCG,mobile-wcq-regional-3342,100,False
3343,Louisville WCQ Regional,United States,2025-08-16,Bruce Todd IV,TCG,louisville-wcq-regional-3343,350,True
3344,Frederick WCQ Regional,United States,2025-08-16,Sean Tyler Washington,TCG,frederick-wcq-regional-3344,334,False
3345,Winnipeg WCQ Regional,Canada,2025-08-16,Daniel Brown,TCG,winnipeg-wcq-regional-3345,100,True
3346,Gisors WCQ Regional,France,2025-08-16,Clara Mourenko,TCG,gisors-wcq-regional-3346,70,False
3347,Fayetteville WCQ Regional,United States,2025-08-17,Nathan Mills Jr.,TCG,fayetteville-wcq-regional-3347,200,True
3348,Hollywood WCQ Regional,United States,2025-08-17,Ricardo Antonio Rojas Armstrong,TCG,hollywood-wcq-regional-3348,138,False
3349,The Side Deck Remote Duel WCQ Regional,United States,2025-08-17,Mert Ozbek,TCG,the-side-deck-remote-duel-wcq-regional-3349,151,False
3350,Sioux Falls WCQ Regional,United States,2025-08-17,Rumley Devine,TCG,sioux-falls-wcq-regional-3350,88,False
3351,Santo Domingo WCQ Regional,Dominican Republic,2025-08-17,Bernardo Rivas,TCG,santo-domingo-wcq-regional-3351,300,True
3352,San Salvador WCQ Regional,El Salvador,2025-08-17,@Paul Berlin,TCG,san-salvador-wcq-regional-3352,165,False
3353,Lima WCQ Regional,Peru,2025-08-17,Jesus Marcelo Nava Flores,TCG,lima-wcq-regional-3353,201,False
3354,Bourges WCQ Regional,France,2025-08-17,Yanis Evenisse,TCG,bourges-wcq-regional-3354,34,True
3355,Groningen WCQ Regional,Netherlands,2025-08-17,Yuna Dicks,TCG,groningen-wcq-regional-3355,78,False
3356,6th Fuwa Dora Cup,Japan,2025-08-11,強強メンバーと1人無名,OCG,6th-fuwa-dora-cup-3356,111,True
3357,232nd Next Play cup,Japan,2025-08-13,ペロシャン,OCG,232nd-next-play-cup-3357,40,True
3358,Osnabrück WCQ Regional,Germany,2022-05-21,,TCG,osnabrück-wcq-regional-3358,113,False
3359,Münster WCQ Regional,Germany,2022-03-05,,TCG,münster-wcq-regional-3359,113,False
3360,Greece National Championships 2010,Greece,2010-06-13,Christos Anestakis,TCG,greece-national-championships-2010-3360,250,True
3361,Greece National Championships 2011,Greece,2011-05-01,Alexis Iliadis,TCG,greece-national-championships-2011-3361,260,True
3362,Greece National Championships 2012,Greece,2012-06-17,Vasilis Koltoukis,TCG,greece-national-championships-2012-3362,184,False
3363,Greece National Championships 2014,Greece,2014-06-08,John Mykoniatis,TCG,greece-national-championships-2014-3363,200,True
3364,Greece National Championships 2015,Greece,2015-05-31,Errikos Bek,TCG,greece-national-championships-2015-3364,200,True
3365,Greece National Championships 2016,Greece,2016-06-12,Stathis Vastardis,TCG,greece-national-championships-2016-3365,200,True
3366,Greece National Championships 2017,Greece,2017-05-14,Christos Sellis,TCG,greece-national-championships-2017-3366,200,True
3367,Greece National Championships 2018,Greece,2018-06-10,Vassilis Stamatiadis,TCG,greece-national-championships-2018-3367,210,True
3368,Greece National Championships 2019,Greece,2019-06-15,Themis Gkyzis,TCG,greece-national-championships-2019-3368,250,True
3369,YCS Turin,Italy,2013-12-01,Samuel Pedigo,TCG,ycs-turin-3369,500,True
3370,European WCQ 2014,Netherlands,2014-06-29,Eugen Heidt,TCG,european-wcq-2014-3370,1500,True
3371,European WCQ 2016,Germany,2016-07-15,Samir Bachar,TCG,european-wcq-2016-3371,800,True
3372,Sydney WCQ Regional,Australia,2025-08-17,Yuhao Hu,TCG,sydney-wcq-regional-3372,62,False
3373,Moonee Ponds WCQ Regional,Australia,2025-08-24,Kevin Lin,TCG,moonee-ponds-wcq-regional-3373,100,True
3374,UK Open London 2025,United Kingdom,2025-08-23,Josh Kelly,TCG,uk-open-london-2025-3374,431,False
3375,The Side Deck Remote Duel WCQ Regional,United States,2025-08-24,Cameron Neal,TCG,the-side-deck-remote-duel-wcq-regional-3375,200,True
3376,Albuquerque WCQ Regional,United States,2025-08-23,Handel Martinez,TCG,albuquerque-wcq-regional-3376,100,True
3377,Hilo WCQ Regional,United States,2025-08-23,Hunter Henderson,TCG,hilo-wcq-regional-3377,50,True
3378,Houston WCQ Regional,United States,2025-08-23,Ramond Williams,TCG,houston-wcq-regional-3378,500,True
3379,Wasilla WCQ Regional,United States,2025-08-23,Maury Rosario,TCG,wasilla-wcq-regional-3379,50,True
3380,Fargo WCQ Regional,United States,2025-08-23,Zohair Khan,TCG,fargo-wcq-regional-3380,100,True
3381,Sandy WCQ Regional,United States,2025-08-23,Kevin Ponce,TCG,sandy-wcq-regional-3381,180,True
3382,Duluth WCQ Regional,United States,2025-08-23,Levi Dudley,TCG,duluth-wcq-regional-3382,500,True
3383,Rosemont WCQ Regional,United States,2025-08-23,Charley Futch,TCG,rosemont-wcq-regional-3383,348,False
3384,Toronto WCQ Regional,Canada,2025-08-23,Shane Grieve,TCG,toronto-wcq-regional-3384,276,False
3385,Chateauroux WCQ Regional,France,2025-08-23,Alexander N.,TCG,chateauroux-wcq-regional-3385,174,False
3386,CoreTCG Remote Duel WCQ Regional,United States,2025-08-23,Kylar Price,TCG,coretcg-remote-duel-wcq-regional-3386,62,False
3387,South Park WCQ Regional,United States,2025-08-24,Chris Foose,TCG,south-park-wcq-regional-3387,500,True
3388,Rouen WCQ Regional,France,2025-08-24,Ryhan Jabri,TCG,rouen-wcq-regional-3388,179,False
3389,Verona WCQ Regional,Italy,2025-08-24,Danilo Siracusa,TCG,verona-wcq-regional-3389,208,False
3390,Imperia WCQ Regional,Italy,2025-08-24,Marco Nico,TCG,imperia-wcq-regional-3390,65,True
3391,Foggia WCQ Regional,Italy,2025-08-24,Pierangelo Campanelli,TCG,foggia-wcq-regional-3391,55,False
3392,Rome WCQ Regional,Italy,2025-08-24,Alessandro Petrilli,TCG,rome-wcq-regional-3392,130,False
3393,15TH Pvt.Workshop CS,Japan,2025-08-23,ShaVy様,OCG,15th-pvt-workshop-cs-3393,39,True
3394,Infinite Cup,China,2025-08-23,,OCG,infinite-cup-3394,41,True
3395,Buenos Aires WCQ Regional,Argentina,2025-08-23,Tomas Dughera,TCG,buenos-aires-wcq-regional-3395,205,False
3396,Santiago WCQ Regional,Chile,2025-08-23,Daniel Andres Guede Olivares,TCG,santiago-wcq-regional-3396,205,False
3397,Londrina WCQ Regional,Brazil,2025-08-24,Luciano Jeronimo Bregion Junior,TCG,londrina-wcq-regional-3397,80,True
3398,Montego Bay WCQ Regional,Jamaica,2025-08-24,,TCG,montego-bay-wcq-regional-3398,60,True
3399,Villahermosa WCQ Regional,Mexico,2025-08-24,Leonardo Hernández,TCG,villahermosa-wcq-regional-3399,200,True
3400,9th Mogi Cup Tournament,Japan,2025-08-23,ナカヨシの見えざる手,OCG,9th-mogi-cup-tournament-3400,96,True
3401,Super memory Card Suzhou store,China,2025-08-23,嘿嘿,OCG,super-memory-card-suzhou-store-3401,38,True
3402,Namur WCQ Regional,Belgium,2025-08-24,Amir A.,TCG,namur-wcq-regional-3402,127,False
3403,YCS Lille,France,2013-04-28,Long Dao,TCG,ycs-lille-3403,828,True
3404,Germany National Championships,Germany,2013-05-18,Duc Tran,TCG,germany-national-championships-3404,800,True
3405,YCS Brussels,Belgium,2013-09-01,Michel Grüner,TCG,ycs-brussels-3405,544,True
3406,YCS Paris,France,2014-04-27,Peter Gross,TCG,ycs-paris-3406,900,True
3407,Germany National Championships,Germany,2014-05-31,Matthias Lempa,TCG,germany-national-championships-3407,800,True
3408,YCS Madrid,Spain,2014-09-07,Joshua Schmidt,TCG,ycs-madrid-3408,463,False
3409,Dragon Road Card Store Tournament,China,2025-08-23,,OCG,dragon-road-card-store-tournament-3409,43,True
3410,Niuzhi Card Store Tournament,China,2025-08-23,,OCG,niuzhi-card-store-tournament-3410,43,True
3411,YCS Bochum,Germany,2015-04-26,Luca Chetoni,TCG,ycs-bochum-3411,1103,False
3412,European WCQ 2015,Ireland,2015-07-04,Ido Marcus,TCG,european-wcq-2015-3412,800,True
3413,Germany National Championships 2015,Germany,2015-05-16,Alpay Engin,TCG,germany-national-championships-2015-3413,600,True
3414,YCS Rimini,Italy,2015-08-30,Lorenzo Santoni,TCG,ycs-rimini-3414,1099,False
3415,Germany National Championships 2016,Germany,2016-05-28,Timo Hempel,TCG,germany-national-championships-2016-3415,600,True
3416,YCS Rimini,Italy,2016-06-18,Alberto Conti,TCG,ycs-rimini-3416,906,False
3417,YCS Bochum,Germany,2016-12-11,Billy Brake,TCG,ycs-bochum-3417,1603,False
3418,YCS Rimini,Italy,2017-08-27,Andreas Vrellos,TCG,ycs-rimini-3418,1033,False
3420,Qidian Card Store Tournament,China,2025-08-24,,OCG,qidian-card-store-tournament-3420,43,True
3421,Yu-Gi-Oh! World Championship 2017,Japan,2017-08-13,Ryosuke Tsujimura,World Championship,yu-gi-oh-world-championship-2017-3421,26,False
3422,Germany National Championships 2017,Germany,2017-06-03,Joel Ramershoven,TCG,germany-national-championships-2017-3422,600,True
3423,Xinyu Cards 2nd Anniversary Tournament,China,2025-08-24,牛魔,OCG,xinyu-cards-2nd-anniversary-tournament-3423,35,True
3424,Butterfly Card Store tournament,China,2025-08-24,天一色,OCG,butterfly-card-store-tournament-3424,32,True
3425,Yu-Gi-Oh! World Championship 2025,France,2025-08-30,Julien Kehon,World Championship,yu-gi-oh-world-championship-2025-3425,27,False
3426,Monterrey WCQ Regional,Mexico,2025-08-30,Joel Picazo,TCG,monterrey-wcq-regional-3426,450,True
3427,Valencia WCQ Regional,Venezuela,2025-08-30,Kanaan Asfour,TCG,valencia-wcq-regional-3427,120,True
3428,Klagenfurt WCQ Regional,Austria,2025-08-30,Philipp Preiser,TCG,klagenfurt-wcq-regional-3428,100,True
3429,Eindhoven WCQ Regional,Netherlands,2025-08-30,Tim Wintersig,TCG,eindhoven-wcq-regional-3429,79,False
3430,Greensborough WCQ Regional,Australia,2025-08-30,Lochlan Murphy,TCG,greensborough-wcq-regional-3430,80,True
3431,Xalapa WCQ Regional,Mexico,2025-08-31,Luis Ortega,TCG,xalapa-wcq-regional-3431,300,True
3432,Managua WCQ Regional,Nicaragua,2025-08-31,Ivan Alvarez,TCG,managua-wcq-regional-3432,150,True
3433,Cartagena WCQ Regional,Spain,2025-08-31,,TCG,cartagena-wcq-regional-3433,50,True
3434,Circuito Catarinense de Cardgame Joinville,Brazil,2025-08-23,Bruno Kruger,TCG,circuito-catarinense-de-cardgame-joinville-3434,38,False
3435,Master Duel World Championship 2025,France,2025-08-30,Ragnarok,Master Duel,master-duel-world-championship-2025-3435,36,False
3436,Canberra WCQ Regional,Australia,2025-08-31,Jared Darcy,TCG,canberra-wcq-regional-3436,80,True
3437,Duel Spirit,Indonesia,2025-08-16,Muhammad Cito Dhia Athallah,OCG-AE,duel-spirit-3437,191,True
3438,Bundaberg WCQ Regional,Australia,2025-08-31,Micah Catelan,TCG,bundaberg-wcq-regional-3438,80,True
3439,YCS Prague,Czech Republic,2017-03-19,Joshua Schmidt,TCG,ycs-prague-3439,1397,False
3440,Germany National Championships 2018,Germany,2018-06-10,Tayfun Bayraktar,TCG,germany-national-championships-2018-3440,600,True
3441,European WCQ 2018,Germany,2018-07-08,Luke Parkes,TCG,european-wcq-2018-3441,900,True
3442,Yu-Gi-Oh! World Championship 2018,Japan,2018-08-05,Chia Ching Wang,TCG,yu-gi-oh-world-championship-2018-3442,28,False
3443,Luxembourg WCQ Regional,Luxembourg,2025-09-06,Gabriel Soussi,TCG,luxembourg-wcq-regional-3443,171,False
3444,Berlin WCQ Regional,Germany,2025-09-06,Tim Grafe,TCG,berlin-wcq-regional-3444,128,True
3445,Bamberg WCQ Regional,Germany,2025-09-06,,TCG,bamberg-wcq-regional-3445,64,True
3446,Madrid WCQ Regional,Spain,2025-09-06,,TCG,madrid-wcq-regional-3446,300,True
3447,Famalicao WCQ Regional,Portugal,2025-09-06,Ian Azevedo,TCG,famalicao-wcq-regional-3447,34,False
3448,Nabburg WCQ Regional,Germany,2025-09-06,Johannes Bauer,TCG,nabburg-wcq-regional-3448,215,False
3449,Mönchengladbach WCQ Regional,Germany,2025-09-06,Tim Wintersig,TCG,mönchengladbach-wcq-regional-3449,83,False
3450,Budapest WCQ Regional,Hungary,2025-09-06,Tamás Aranyosi,TCG,budapest-wcq-regional-3450,80,True
3451,Ploiesti WCQ Regional,Romania,2025-09-06,,TCG,ploiesti-wcq-regional-3451,64,True
3452,Bristol WCQ Regional,United Kingdom,2025-09-06,Dan Kiernan,TCG,bristol-wcq-regional-3452,99,False
3453,Dublin WCQ Regional,Ireland,2025-09-06,James Browne,TCG,dublin-wcq-regional-3453,62,True
3454,Hastings WCQ Regional,United Kingdom,2025-09-06,Jack Crockford,TCG,hastings-wcq-regional-3454,34,False
3455,Catania WCQ Regional,Italy,2025-09-07,,TCG,catania-wcq-regional-3455,80,True
3456,Turin WCQ Regional,Italy,2025-09-07,Balbi Matteo,TCG,turin-wcq-regional-3456,65,True
3457,Pisa WCQ Regional,Italy,2025-09-07,Flaminio Rossi,TCG,pisa-wcq-regional-3457,89,False
3458,Birmingham WCQ Regional,United Kingdom,2025-09-07,Brandan Wilson,TCG,birmingham-wcq-regional-3458,77,False
3459,Ghent WCQ Regional,Belgium,2025-09-07,Noah Dendas,TCG,ghent-wcq-regional-3459,63,False
3460,London WCQ Regional,United Kingdom,2025-09-07,Josh Kelly,TCG,london-wcq-regional-3460,195,False
3461,Maintal WCQ Regional,Germany,2025-09-07,Ole Renneberg,TCG,maintal-wcq-regional-3461,389,False
3462,Belo Horizonte WCQ Regional,Brazil,2025-09-06,Rafael Mariano Reich,TCG,belo-horizonte-wcq-regional-3462,60,False
3463,Concepcion WCQ Regional,Chile,2025-09-06,Hernan Nehemias Bravo Figueroa,TCG,concepcion-wcq-regional-3463,71,False
3464,Conocoto WCQ Regional,Ecuador,2025-09-06,Jhon David Guerrero Sánchez,TCG,conocoto-wcq-regional-3464,119,False
3465,Quetzaltenango WCQ Regional,Guatemala,2025-09-06,Leon Vazquez Fernando Inaki,TCG,quetzaltenango-wcq-regional-3465,125,False
3466,Merida WCQ Regional,Mexico,2025-09-06,Jorge Carlos Preciat Cabrera,TCG,merida-wcq-regional-3466,250,True
3467,Porto Alegre WCQ Regional,Brazil,2025-09-07,Marcelo Diesel,TCG,porto-alegre-wcq-regional-3467,73,False
3468,Guadalajara WCQ Regional,Mexico,2025-09-07,Angel Arturo Borja Aquino,TCG,guadalajara-wcq-regional-3468,350,True
3469,Catskill WCQ Regional,United States,2025-09-06,Jim Mayorga,TCG,catskill-wcq-regional-3469,270,False
3470,Bloomington WCQ Regional,United States,2025-09-06,Rumley Devine,TCG,bloomington-wcq-regional-3470,236,False
3471,Las Vegas WCQ Regional,United States,2025-09-06,Kyle Waterbury,TCG,las-vegas-wcq-regional-3471,320,True
3472,Calgary WCQ Regional,Canada,2025-09-06,Keegan West,TCG,calgary-wcq-regional-3472,63,False
3473,CoreTCG Remote Duel WCQ Regional,United States,2025-09-07,Annie Tsoi,TCG,coretcg-remote-duel-wcq-regional-3473,102,False
3474,San Antonio WCQ Regional,United States,2025-09-07,Hector Josue Orellana,TCG,san-antonio-wcq-regional-3474,264,True
3475,Lansing WCQ Regional,United States,2025-09-07,Steven Santoli,TCG,lansing-wcq-regional-3475,276,False
