banlist_id,card_id,card_name,status
27,83555666,Ring of Destruction,Forbidden
27,83764719,Monster Reborn,Forbidden
27,84749824,Solemn Warning,Limited
27,85087012,Card Trooper,Semi-Limited
27,85138716,Rescue Rabbit,Limited
27,85602018,Last Will,Forbidden
27,87910978,Brain Control,Forbidden
27,88264978,Red-Eyes Darkness Metal Dragon,Limited
27,89185742,"Lightning, Dragon Ruler of Drafts",Forbidden
27,89399912,"Tempest, Dragon Ruler of Storms",Limited
27,90411554,"Redox, Dragon Ruler of Boulders",Limited
27,90953320,T.G. Hyper Librarian,Limited
27,91020571,"Reactan, Dragon Ruler of Pebbles",Forbidden
27,91623717,Chain Strike,Semi-Limited
27,93016201,Royal Oppression,Forbidden
27,93369354,Fishborg Blaster,Forbidden
27,94192409,Compulsory Evacuation Device,Limited
27,94886282,Charge of the Light Brigade,Limited
27,95308449,Final Countdown,Limited
27,96782886,Mind Master,Forbidden
27,97997309,Spellbook of Fate,Limited
27,98494543,Magical Stone Excavation,Semi-Limited
27,98777036,Tragoedia,Semi-Limited
28,423585,Summoner Monk,Semi-Limited
28,1475311,Allure of Darkness,Limited
28,1662004,Brotherhood of the Fire Fist - Spirit,Limited
28,2009101,Blackwing - Gale the Whirlwind,Limited
28,2295440,One for One,Limited
28,3078576,Yata-Garasu,Forbidden
28,3280747,Sixth Sense,Forbidden
28,3534077,Coach Soldier Wolfbark,Limited
28,4031928,Change of Heart,Forbidden
28,7391448,Goyo Guardian,Forbidden
28,7902349,Left Arm of the Forbidden One,Limited
28,8124921,Right Leg of the Forbidden One,Limited
28,8131171,Sinister Serpent,Forbidden
28,9059700,Infernity Barrier,Limited
28,9596126,Chaos Sorcerer,Semi-Limited
28,10028593,Reborn Tengu,Semi-Limited
28,11877465,Evigishki Mind Augus,Limited
28,12580477,Raigeki,Forbidden
28,14087893,Book of Moon,Limited
28,14878871,Rescue Cat,Forbidden
28,14943837,Debris Dragon,Limited
28,15341821,Dandylion,Limited
28,15854426,Divine Wind of Mist Valley,Limited
28,16226786,Night Assailant,Limited
28,17078030,Wall of Revealing Light,Limited
28,17375316,Confiscation,Forbidden
28,17484499,Exchange of the Spirit,Forbidden
28,18144507,Harpie's Feather Duster,Forbidden
28,19613556,Heavy Storm,Forbidden
28,20663556,Substitoad,Forbidden
28,21593977,Makyura the Destructor,Forbidden
28,23171610,Limiter Removal,Limited
28,23557835,Dimension Fusion,Forbidden
28,25377819,Hieratic Seal of Convocation,Semi-Limited
28,26202165,Sangan,Forbidden
28,26400609,"Tidal, Dragon Ruler of Waterfalls",Limited
28,27174286,Return from the Different Dimension,Forbidden
28,27415516,"Stream, Dragon Ruler of Droplets",Forbidden
28,27770341,Super Rejuvenation,Forbidden
28,27970830,Gateway of the Six,Forbidden
28,28297833,Necroface,Semi-Limited
28,28566710,Last Turn,Forbidden
28,29401950,Bottomless Trap Hole,Limited
28,29762407,Temple of the Kings,Forbidden
28,29843091,Ojama Trio,Semi-Limited
28,29981921,Legendary Six Samurai - Shi En,Limited
28,30241314,Macro Cosmos,Limited
28,31560081,Magician of Faith,Limited
28,32646477,Dark Strike Fighter,Forbidden
28,32723153,Magical Explosion,Limited
28,32807846,Reinforcement of the Army,Limited
28,33184167,Tribe-Infecting Virus,Forbidden
28,33396948,Exodia the Forbidden One,Limited
28,33508719,Morphing Jar,Forbidden
28,33782437,One Day of Peace,Limited
28,34124316,Cyber Jar,Forbidden
28,34206604,Magical Scientist,Forbidden
28,34906152,Mass Driver,Forbidden
28,35316708,Time Seal,Forbidden
28,36468556,Ceasefire,Limited
28,37520316,Mind Control,Limited
28,37742478,Honest,Limited
28,40044918,Elemental HERO Stratos,Forbidden
28,40737112,Dark Magician of Chaos,Forbidden
28,41420027,Solemn Judgment,Forbidden
28,41470137,Gladiator Beast Bestiari,Limited
28,41482598,Mirage of Nightmare,Forbidden
28,42703248,Giant Trunade,Forbidden
28,42829885,The Forceful Sentry,Forbidden
28,43040603,Monster Gate,Limited
28,44095762,Mirror Force,Semi-Limited
28,44330098,Gorz the Emissary of Darkness,Limited
28,44519536,Left Leg of the Forbidden One,Limited
28,44763025,Delinquent Duo,Forbidden
28,44910027,Victory Dragon,Forbidden
28,45222299,Evigishki Gustkraken,Limited
28,45725480,Sacred Sword of Seven Stars,Limited
28,45986603,Snatch Steal,Forbidden
28,46052429,Advanced Ritual Art,Semi-Limited
28,46411259,Metamorphosis,Forbidden
28,46448938,Spellbook of Judgment,Forbidden
28,46652477,The Transmigration Prophecy,Limited
28,48686504,Lonefire Blossom,Semi-Limited
28,48976825,Burial from a Different Dimension,Limited
28,50091196,Formula Synchron,Limited
28,50321796,"Brionac, Dragon of the Ice Barrier",Forbidden
28,52687916,"Trishula, Dragon of the Ice Barrier",Forbidden
28,53129443,Dark Hole,Limited
28,53582587,Torrential Tribute,Limited
28,53797637,"Burner, Dragon Ruler of Sparks",Forbidden
28,53804307,"Blaster, Dragon Ruler of Infernos",Limited
28,54719828,Number 16: Shock Master,Forbidden
28,54974237,Eradicator Epidemic Virus,Limited
28,55144522,Pot of Greed,Forbidden
28,56570271,Destiny HERO - Disk Commander,Forbidden
28,57585212,Self-Destruct Button,Forbidden
28,57728570,Crush Card Virus,Forbidden
28,57953380,Card of Safe Return,Forbidden
28,58577036,Reasoning,Semi-Limited
28,59297550,Wind-Up Magician,Limited
28,60682203,Cold Wave,Forbidden
28,61740673,Imperial Order,Forbidden
28,62265044,Dragon Ravine,Forbidden
28,63519819,Thousand-Eyes Restrict,Forbidden
28,64034255,Genex Ally Birdman,Limited
28,64697231,Trap Dustshoot,Forbidden
28,65192027,Dark Armed Dragon,Limited
28,66957584,Infernity Launcher,Limited
28,67169062,Pot of Avarice,Forbidden
28,67441435,Glow-Up Bulb,Forbidden
28,68184115,Inzektor Dragonfly,Limited
28,69015963,Cyber-Stein,Forbidden
28,69207766,Inzektor Hornet,Limited
28,69243953,Butterfly Dagger - Elma,Forbidden
28,69293721,Mermail Abyssgunde,Limited
28,70342110,Dimensional Prison,Semi-Limited
28,70583986,"Dewloren, Tiger King of the Ice Barrier",Limited
28,70828912,Premature Burial,Forbidden
28,70903634,Right Arm of the Forbidden One,Limited
28,71564252,Thunder King Rai-Oh,Limited
28,72405967,Royal Tribute,Limited
28,72892473,Card Destruction,Forbidden
28,72989439,Black Luster Soldier - Envoy of the Beginning,Limited
28,73599290,Soul Drain,Limited
28,74191942,Painful Choice,Forbidden
28,74311226,Atlantean Dragoons,Limited
28,74845897,Rekindling,Limited
28,75500286,Gold Sarcophagus,Limited
28,77565204,Future Fusion,Forbidden
28,78010363,Witch of the Black Forest,Forbidden
28,78706415,Fiber Jar,Forbidden
28,78868119,Deep Sea Diva,Limited
28,79106360,Morphing Jar #2,Forbidden
28,79571449,Graceful Charity,Forbidden
28,80344569,Neo-Spacian Grand Mole,Limited
28,80604092,Ultimate Offering,Forbidden
28,81122844,Wind-Up Carrier Zenmaity,Forbidden
28,81439173,Foolish Burial,Limited
28,81674782,Dimensional Fissure,Limited
28,82301904,Chaos Emperor Dragon - Envoy of the End,Forbidden
28,83555666,Ring of Destruction,Forbidden
28,83764719,Monster Reborn,Forbidden
28,84749824,Solemn Warning,Limited
28,85087012,Card Trooper,Semi-Limited
28,85138716,Rescue Rabbit,Limited
28,85602018,Last Will,Forbidden
28,87910978,Brain Control,Forbidden
28,88264978,Red-Eyes Darkness Metal Dragon,Limited
28,89185742,"Lightning, Dragon Ruler of Drafts",Forbidden
28,89399912,"Tempest, Dragon Ruler of Storms",Limited
28,90411554,"Redox, Dragon Ruler of Boulders",Limited
28,90953320,T.G. Hyper Librarian,Limited
28,91020571,"Reactan, Dragon Ruler of Pebbles",Forbidden
28,91623717,Chain Strike,Semi-Limited
28,93016201,Royal Oppression,Forbidden
28,93369354,Fishborg Blaster,Forbidden
28,94192409,Compulsory Evacuation Device,Limited
28,94886282,Charge of the Light Brigade,Limited
28,95308449,Final Countdown,Limited
28,96782886,Mind Master,Forbidden
28,97997309,Spellbook of Fate,Limited
28,98777036,Tragoedia,Semi-Limited
29,423585,Summoner Monk,Semi-Limited
29,1475311,Allure of Darkness,Limited
29,1662004,Brotherhood of the Fire Fist - Spirit,Limited
29,2009101,Blackwing - Gale the Whirlwind,Limited
29,2295440,One for One,Limited
29,3078576,Yata-Garasu,Forbidden
29,3280747,Sixth Sense,Forbidden
29,3534077,Coach Soldier Wolfbark,Limited
29,4031928,Change of Heart,Forbidden
29,6148016,Geargiagear,Limited
29,7391448,Goyo Guardian,Limited
29,7902349,Left Arm of the Forbidden One,Limited
29,8124921,Right Leg of the Forbidden One,Limited
29,8131171,Sinister Serpent,Forbidden
29,9059700,Infernity Barrier,Limited
29,9596126,Chaos Sorcerer,Semi-Limited
29,10028593,Reborn Tengu,Semi-Limited
29,11877465,Evigishki Mind Augus,Limited
29,12580477,Raigeki,Forbidden
29,14087893,Book of Moon,Limited
29,14878871,Rescue Cat,Forbidden
29,14943837,Debris Dragon,Limited
29,15341821,Dandylion,Limited
29,15854426,Divine Wind of Mist Valley,Limited
29,16226786,Night Assailant,Limited
29,17078030,Wall of Revealing Light,Limited
29,17375316,Confiscation,Forbidden
29,17484499,Exchange of the Spirit,Forbidden
29,18144507,Harpie's Feather Duster,Forbidden
29,19613556,Heavy Storm,Forbidden
29,20663556,Substitoad,Forbidden
29,21593977,Makyura the Destructor,Forbidden
29,23171610,Limiter Removal,Limited
29,23557835,Dimension Fusion,Forbidden
29,25377819,Hieratic Seal of Convocation,Semi-Limited
29,26202165,Sangan,Forbidden
29,26400609,"Tidal, Dragon Ruler of Waterfalls",Limited
29,27174286,Return from the Different Dimension,Forbidden
29,27415516,"Stream, Dragon Ruler of Droplets",Forbidden
29,27770341,Super Rejuvenation,Forbidden
29,27970830,Gateway of the Six,Forbidden
29,28297833,Necroface,Semi-Limited
29,28566710,Last Turn,Forbidden
29,29401950,Bottomless Trap Hole,Limited
29,29762407,Temple of the Kings,Forbidden
29,29843091,Ojama Trio,Semi-Limited
29,29981921,Legendary Six Samurai - Shi En,Limited
29,30241314,Macro Cosmos,Limited
29,31560081,Magician of Faith,Semi-Limited
29,32646477,Dark Strike Fighter,Forbidden
29,32723153,Magical Explosion,Limited
29,32807846,Reinforcement of the Army,Semi-Limited
29,33184167,Tribe-Infecting Virus,Forbidden
29,33396948,Exodia the Forbidden One,Limited
29,33508719,Morphing Jar,Forbidden
29,33782437,One Day of Peace,Limited
29,34124316,Cyber Jar,Forbidden
29,34206604,Magical Scientist,Forbidden
29,34906152,Mass Driver,Forbidden
29,35316708,Time Seal,Forbidden
29,36468556,Ceasefire,Limited
29,37520316,Mind Control,Limited
29,37742478,Honest,Limited
29,40044918,Elemental HERO Stratos,Forbidden
29,40737112,Dark Magician of Chaos,Forbidden
29,41420027,Solemn Judgment,Forbidden
29,41470137,Gladiator Beast Bestiari,Limited
29,41482598,Mirage of Nightmare,Forbidden
29,42703248,Giant Trunade,Forbidden
29,42829885,The Forceful Sentry,Forbidden
29,43040603,Monster Gate,Limited
29,44330098,Gorz the Emissary of Darkness,Limited
29,44519536,Left Leg of the Forbidden One,Limited
29,44763025,Delinquent Duo,Forbidden
29,44910027,Victory Dragon,Forbidden
29,45222299,Evigishki Gustkraken,Limited
29,45725480,Sacred Sword of Seven Stars,Limited
29,45986603,Snatch Steal,Forbidden
29,46052429,Advanced Ritual Art,Semi-Limited
29,46411259,Metamorphosis,Forbidden
29,46448938,Spellbook of Judgment,Forbidden
29,46652477,The Transmigration Prophecy,Limited
29,48686504,Lonefire Blossom,Semi-Limited
29,48976825,Burial from a Different Dimension,Limited
29,50091196,Formula Synchron,Semi-Limited
29,50321796,"Brionac, Dragon of the Ice Barrier",Forbidden
29,52687916,"Trishula, Dragon of the Ice Barrier",Forbidden
29,53129443,Dark Hole,Limited
29,53582587,Torrential Tribute,Limited
29,53797637,"Burner, Dragon Ruler of Sparks",Forbidden
29,53804307,"Blaster, Dragon Ruler of Infernos",Limited
29,54719828,Number 16: Shock Master,Forbidden
29,54974237,Eradicator Epidemic Virus,Limited
29,55144522,Pot of Greed,Forbidden
29,56570271,Destiny HERO - Disk Commander,Forbidden
29,57585212,Self-Destruct Button,Forbidden
29,57728570,Crush Card Virus,Forbidden
29,57953380,Card of Safe Return,Forbidden
29,58577036,Reasoning,Semi-Limited
29,59297550,Wind-Up Magician,Limited
29,60682203,Cold Wave,Forbidden
29,61740673,Imperial Order,Forbidden
29,62265044,Dragon Ravine,Forbidden
29,63519819,Thousand-Eyes Restrict,Forbidden
29,64034255,Genex Ally Birdman,Limited
29,64697231,Trap Dustshoot,Forbidden
29,65192027,Dark Armed Dragon,Limited
29,66957584,Infernity Launcher,Limited
29,67169062,Pot of Avarice,Forbidden
29,67441435,Glow-Up Bulb,Forbidden
29,68184115,Inzektor Dragonfly,Limited
29,69015963,Cyber-Stein,Forbidden
29,69207766,Inzektor Hornet,Limited
29,69243953,Butterfly Dagger - Elma,Forbidden
29,69293721,Mermail Abyssgunde,Limited
29,70583986,"Dewloren, Tiger King of the Ice Barrier",Limited
29,70828912,Premature Burial,Forbidden
29,70903634,Right Arm of the Forbidden One,Limited
29,71564252,Thunder King Rai-Oh,Limited
29,72405967,Royal Tribute,Limited
29,72892473,Card Destruction,Forbidden
29,72989439,Black Luster Soldier - Envoy of the Beginning,Limited
29,73599290,Soul Drain,Limited
29,74191942,Painful Choice,Forbidden
29,74311226,Atlantean Dragoons,Limited
29,74845897,Rekindling,Limited
29,75500286,Gold Sarcophagus,Limited
29,77565204,Future Fusion,Forbidden
29,78010363,Witch of the Black Forest,Forbidden
29,78706415,Fiber Jar,Forbidden
29,78868119,Deep Sea Diva,Limited
29,79106360,Morphing Jar #2,Forbidden
29,79571449,Graceful Charity,Forbidden
29,80344569,Neo-Spacian Grand Mole,Limited
29,80604092,Ultimate Offering,Forbidden
29,81122844,Wind-Up Carrier Zenmaity,Forbidden
29,81439173,Foolish Burial,Limited
29,81674782,Dimensional Fissure,Limited
29,82301904,Chaos Emperor Dragon - Envoy of the End,Forbidden
29,83555666,Ring of Destruction,Forbidden
29,83764719,Monster Reborn,Forbidden
29,84749824,Solemn Warning,Limited
29,85087012,Card Trooper,Semi-Limited
29,85138716,Rescue Rabbit,Limited
29,85602018,Last Will,Forbidden
29,87910978,Brain Control,Forbidden
29,88264978,Red-Eyes Darkness Metal Dragon,Limited
29,89185742,"Lightning, Dragon Ruler of Drafts",Forbidden
29,89399912,"Tempest, Dragon Ruler of Storms",Limited
29,90411554,"Redox, Dragon Ruler of Boulders",Limited
29,90953320,T.G. Hyper Librarian,Limited
29,91020571,"Reactan, Dragon Ruler of Pebbles",Forbidden
29,91623717,Chain Strike,Semi-Limited
29,93016201,Royal Oppression,Forbidden
29,93369354,Fishborg Blaster,Forbidden
29,94192409,Compulsory Evacuation Device,Limited
29,94886282,Charge of the Light Brigade,Limited
29,95308449,Final Countdown,Limited
29,96782886,Mind Master,Forbidden
29,97997309,Spellbook of Fate,Limited
29,98777036,Tragoedia,Semi-Limited
30,423585,Summoner Monk,Semi-Limited
30,1475311,Allure of Darkness,Limited
30,1662004,Brotherhood of the Fire Fist - Spirit,Limited
30,2009101,Blackwing - Gale the Whirlwind,Semi-Limited
30,2295440,One for One,Limited
30,3078576,Yata-Garasu,Forbidden
30,3280747,Sixth Sense,Forbidden
30,4031928,Change of Heart,Forbidden
30,6148016,Geargiagear,Limited
30,7391448,Goyo Guardian,Limited
30,7902349,Left Arm of the Forbidden One,Limited
30,8124921,Right Leg of the Forbidden One,Limited
30,8131171,Sinister Serpent,Forbidden
30,9059700,Infernity Barrier,Limited
30,9596126,Chaos Sorcerer,Semi-Limited
30,10028593,Reborn Tengu,Semi-Limited
30,11877465,Evigishki Mind Augus,Limited
30,12580477,Raigeki,Limited
30,14087893,Book of Moon,Limited
30,14878871,Rescue Cat,Forbidden
30,14943837,Debris Dragon,Limited
30,15341821,Dandylion,Limited
30,15854426,Divine Wind of Mist Valley,Limited
30,16226786,Night Assailant,Limited
30,17078030,Wall of Revealing Light,Limited
30,17375316,Confiscation,Forbidden
30,17484499,Exchange of the Spirit,Forbidden
30,18144507,Harpie's Feather Duster,Forbidden
30,19613556,Heavy Storm,Forbidden
30,20663556,Substitoad,Forbidden
30,21593977,Makyura the Destructor,Forbidden
30,23171610,Limiter Removal,Limited
30,23557835,Dimension Fusion,Forbidden
30,25377819,Hieratic Seal of Convocation,Semi-Limited
30,26202165,Sangan,Forbidden
30,26400609,"Tidal, Dragon Ruler of Waterfalls",Limited
30,27174286,Return from the Different Dimension,Forbidden
30,27415516,"Stream, Dragon Ruler of Droplets",Forbidden
30,27770341,Super Rejuvenation,Forbidden
30,27970830,Gateway of the Six,Forbidden
30,28297833,Necroface,Semi-Limited
30,28566710,Last Turn,Forbidden
30,29401950,Bottomless Trap Hole,Limited
30,29762407,Temple of the Kings,Forbidden
30,29843091,Ojama Trio,Semi-Limited
30,29981921,Legendary Six Samurai - Shi En,Limited
30,30241314,Macro Cosmos,Limited
30,32646477,Dark Strike Fighter,Forbidden
30,32723153,Magical Explosion,Limited
30,33184167,Tribe-Infecting Virus,Forbidden
30,33396948,Exodia the Forbidden One,Limited
30,33508719,Morphing Jar,Forbidden
30,33782437,One Day of Peace,Limited
30,34124316,Cyber Jar,Forbidden
30,34206604,Magical Scientist,Forbidden
30,34906152,Mass Driver,Forbidden
30,35316708,Time Seal,Forbidden
30,36468556,Ceasefire,Semi-Limited
30,37520316,Mind Control,Limited
30,37742478,Honest,Limited
30,40044918,Elemental HERO Stratos,Forbidden
30,40737112,Dark Magician of Chaos,Forbidden
30,41420027,Solemn Judgment,Forbidden
30,41470137,Gladiator Beast Bestiari,Limited
30,41482598,Mirage of Nightmare,Forbidden
30,42703248,Giant Trunade,Forbidden
30,42829885,The Forceful Sentry,Forbidden
30,43040603,Monster Gate,Limited
30,44330098,Gorz the Emissary of Darkness,Semi-Limited
30,44519536,Left Leg of the Forbidden One,Limited
30,44763025,Delinquent Duo,Forbidden
30,44910027,Victory Dragon,Forbidden
30,45222299,Evigishki Gustkraken,Limited
30,45725480,Sacred Sword of Seven Stars,Limited
30,45986603,Snatch Steal,Forbidden
30,46052429,Advanced Ritual Art,Semi-Limited
30,46411259,Metamorphosis,Forbidden
30,46448938,Spellbook of Judgment,Forbidden
30,46652477,The Transmigration Prophecy,Semi-Limited
30,48130397,Super Polymerization,Limited
30,48686504,Lonefire Blossom,Semi-Limited
30,48976825,Burial from a Different Dimension,Limited
30,50321796,"Brionac, Dragon of the Ice Barrier",Forbidden
30,52687916,"Trishula, Dragon of the Ice Barrier",Forbidden
30,53129443,Dark Hole,Limited
30,53582587,Torrential Tribute,Limited
30,53797637,"Burner, Dragon Ruler of Sparks",Forbidden
30,53804307,"Blaster, Dragon Ruler of Infernos",Limited
30,54447022,Soul Charge,Limited
30,54719828,Number 16: Shock Master,Forbidden
30,54974237,Eradicator Epidemic Virus,Limited
30,55144522,Pot of Greed,Forbidden
30,56570271,Destiny HERO - Disk Commander,Forbidden
30,57585212,Self-Destruct Button,Forbidden
30,57728570,Crush Card Virus,Forbidden
30,57953380,Card of Safe Return,Forbidden
30,58577036,Reasoning,Semi-Limited
30,59297550,Wind-Up Magician,Limited
30,60682203,Cold Wave,Forbidden
30,61740673,Imperial Order,Forbidden
30,62265044,Dragon Ravine,Forbidden
30,63519819,Thousand-Eyes Restrict,Forbidden
30,64034255,Genex Ally Birdman,Limited
30,64697231,Trap Dustshoot,Forbidden
30,65192027,Dark Armed Dragon,Limited
30,66957584,Infernity Launcher,Limited
30,67169062,Pot of Avarice,Forbidden
30,67441435,Glow-Up Bulb,Limited
30,68184115,Inzektor Dragonfly,Limited
30,69015963,Cyber-Stein,Forbidden
30,69207766,Inzektor Hornet,Limited
30,69243953,Butterfly Dagger - Elma,Forbidden
30,69293721,Mermail Abyssgunde,Limited
30,70583986,"Dewloren, Tiger King of the Ice Barrier",Limited
30,70828912,Premature Burial,Forbidden
30,70903634,Right Arm of the Forbidden One,Limited
30,71564252,Thunder King Rai-Oh,Limited
30,72405967,Royal Tribute,Limited
30,72892473,Card Destruction,Forbidden
30,72989439,Black Luster Soldier - Envoy of the Beginning,Limited
30,73599290,Soul Drain,Limited
30,74191942,Painful Choice,Forbidden
30,74311226,Atlantean Dragoons,Limited
30,74845897,Rekindling,Limited
30,75500286,Gold Sarcophagus,Limited
30,77565204,Future Fusion,Forbidden
30,78010363,Witch of the Black Forest,Forbidden
30,78706415,Fiber Jar,Forbidden
30,78868119,Deep Sea Diva,Limited
30,79106360,Morphing Jar #2,Forbidden
30,79571449,Graceful Charity,Forbidden
30,80344569,Neo-Spacian Grand Mole,Limited
30,80604092,Ultimate Offering,Forbidden
30,81122844,Wind-Up Carrier Zenmaity,Forbidden
30,81439173,Foolish Burial,Limited
30,81674782,Dimensional Fissure,Limited
30,82301904,Chaos Emperor Dragon - Envoy of the End,Forbidden
30,83555666,Ring of Destruction,Forbidden
30,83764719,Monster Reborn,Forbidden
30,84749824,Solemn Warning,Limited
30,85087012,Card Trooper,Semi-Limited
30,85138716,Rescue Rabbit,Limited
30,85602018,Last Will,Forbidden
30,87910978,Brain Control,Forbidden
30,88264978,Red-Eyes Darkness Metal Dragon,Limited
30,89185742,"Lightning, Dragon Ruler of Drafts",Forbidden
30,89399912,"Tempest, Dragon Ruler of Storms",Limited
30,90411554,"Redox, Dragon Ruler of Boulders",Limited
30,90953320,T.G. Hyper Librarian,Limited
30,91020571,"Reactan, Dragon Ruler of Pebbles",Forbidden
30,91623717,Chain Strike,Semi-Limited
30,93016201,Royal Oppression,Forbidden
30,93369354,Fishborg Blaster,Forbidden
30,94192409,Compulsory Evacuation Device,Limited
30,94886282,Charge of the Light Brigade,Limited
30,95308449,Final Countdown,Limited
30,96782886,Mind Master,Forbidden
30,97997309,Spellbook of Fate,Limited
30,98777036,Tragoedia,Semi-Limited
30,99177923,Infernity Archfiend,Limited
31,423585,Summoner Monk,Semi-Limited
31,1475311,Allure of Darkness,Limited
31,1662004,Brotherhood of the Fire Fist - Spirit,Limited
31,2295440,One for One,Limited
31,3078576,Yata-Garasu,Forbidden
31,3280747,Sixth Sense,Forbidden
31,4031928,Change of Heart,Forbidden
31,6148016,Geargiagear,Limited
31,7391448,Goyo Guardian,Semi-Limited
31,7902349,Left Arm of the Forbidden One,Limited
31,8124921,Right Leg of the Forbidden One,Limited
31,8131171,Sinister Serpent,Forbidden
31,9059700,Infernity Barrier,Limited
31,9596126,Chaos Sorcerer,Semi-Limited
31,11877465,Evigishki Mind Augus,Limited
31,12580477,Raigeki,Limited
31,14087893,Book of Moon,Limited
31,14878871,Rescue Cat,Forbidden
31,14943837,Debris Dragon,Limited
31,15341821,Dandylion,Limited
31,15854426,Divine Wind of Mist Valley,Limited
31,16226786,Night Assailant,Limited
31,17078030,Wall of Revealing Light,Limited
31,17375316,Confiscation,Forbidden
31,17484499,Exchange of the Spirit,Forbidden
31,18144507,Harpie's Feather Duster,Forbidden
31,19613556,Heavy Storm,Forbidden
31,20663556,Substitoad,Forbidden
31,21593977,Makyura the Destructor,Forbidden
31,23171610,Limiter Removal,Limited
31,23557835,Dimension Fusion,Forbidden
31,25377819,Hieratic Seal of Convocation,Semi-Limited
31,26202165,Sangan,Forbidden
31,26400609,"Tidal, Dragon Ruler of Waterfalls",Limited
31,27174286,Return from the Different Dimension,Forbidden
31,27415516,"Stream, Dragon Ruler of Droplets",Forbidden
31,27770341,Super Rejuvenation,Forbidden
31,27970830,Gateway of the Six,Forbidden
31,28297833,Necroface,Semi-Limited
31,28566710,Last Turn,Forbidden
31,29401950,Bottomless Trap Hole,Limited
31,29762407,Temple of the Kings,Forbidden
31,29843091,Ojama Trio,Semi-Limited
31,29981921,Legendary Six Samurai - Shi En,Limited
31,30241314,Macro Cosmos,Limited
31,32646477,Dark Strike Fighter,Limited
31,32723153,Magical Explosion,Limited
31,33184167,Tribe-Infecting Virus,Forbidden
31,33396948,Exodia the Forbidden One,Limited
31,33508719,Morphing Jar,Forbidden
31,33782437,One Day of Peace,Limited
31,34124316,Cyber Jar,Forbidden
31,34206604,Magical Scientist,Forbidden
31,34906152,Mass Driver,Forbidden
31,35316708,Time Seal,Forbidden
31,36468556,Ceasefire,Semi-Limited
31,37520316,Mind Control,Limited
31,37742478,Honest,Semi-Limited
31,40044918,Elemental HERO Stratos,Forbidden
31,40737112,Dark Magician of Chaos,Forbidden
31,41420027,Solemn Judgment,Forbidden
31,41470137,Gladiator Beast Bestiari,Limited
31,41482598,Mirage of Nightmare,Forbidden
31,42703248,Giant Trunade,Forbidden
31,42829885,The Forceful Sentry,Forbidden
31,43040603,Monster Gate,Limited
31,44330098,Gorz the Emissary of Darkness,Semi-Limited
31,44519536,Left Leg of the Forbidden One,Limited
31,44763025,Delinquent Duo,Forbidden
31,44910027,Victory Dragon,Forbidden
31,45222299,Evigishki Gustkraken,Limited
31,45725480,Sacred Sword of Seven Stars,Limited
31,45986603,Snatch Steal,Limited
31,46052429,Advanced Ritual Art,Semi-Limited
31,46411259,Metamorphosis,Forbidden
31,46448938,Spellbook of Judgment,Forbidden
31,48130397,Super Polymerization,Forbidden
31,48686504,Lonefire Blossom,Semi-Limited
31,48976825,Burial from a Different Dimension,Limited
31,50321796,"Brionac, Dragon of the Ice Barrier",Forbidden
31,52687916,"Trishula, Dragon of the Ice Barrier",Forbidden
31,53129443,Dark Hole,Semi-Limited
31,53582587,Torrential Tribute,Limited
31,53797637,"Burner, Dragon Ruler of Sparks",Forbidden
31,53804307,"Blaster, Dragon Ruler of Infernos",Limited
31,54447022,Soul Charge,Limited
31,54719828,Number 16: Shock Master,Forbidden
31,54974237,Eradicator Epidemic Virus,Limited
31,55144522,Pot of Greed,Forbidden
31,56570271,Destiny HERO - Disk Commander,Forbidden
31,57585212,Self-Destruct Button,Forbidden
31,57728570,Crush Card Virus,Forbidden
31,57953380,Card of Safe Return,Forbidden
31,59297550,Wind-Up Magician,Limited
31,60682203,Cold Wave,Forbidden
31,61740673,Imperial Order,Forbidden
31,62265044,Dragon Ravine,Forbidden
31,63519819,Thousand-Eyes Restrict,Forbidden
31,64034255,Genex Ally Birdman,Limited
31,64697231,Trap Dustshoot,Forbidden
31,65192027,Dark Armed Dragon,Limited
31,66957584,Infernity Launcher,Limited
31,67169062,Pot of Avarice,Forbidden
31,67441435,Glow-Up Bulb,Limited
31,68184115,Inzektor Dragonfly,Limited
31,69015963,Cyber-Stein,Forbidden
31,69207766,Inzektor Hornet,Limited
31,69243953,Butterfly Dagger - Elma,Forbidden
31,70583986,"Dewloren, Tiger King of the Ice Barrier",Limited
31,70828912,Premature Burial,Forbidden
31,70903634,Right Arm of the Forbidden One,Limited
31,71564252,Thunder King Rai-Oh,Limited
31,72405967,Royal Tribute,Limited
31,72892473,Card Destruction,Forbidden
31,72989439,Black Luster Soldier - Envoy of the Beginning,Limited
31,73599290,Soul Drain,Limited
31,74191942,Painful Choice,Forbidden
31,74311226,Atlantean Dragoons,Limited
31,74845897,Rekindling,Limited
31,75500286,Gold Sarcophagus,Limited
31,77565204,Future Fusion,Forbidden
31,78010363,Witch of the Black Forest,Forbidden
31,78706415,Fiber Jar,Forbidden
31,78868119,Deep Sea Diva,Limited
31,79106360,Morphing Jar #2,Forbidden
31,79571449,Graceful Charity,Forbidden
31,80344569,Neo-Spacian Grand Mole,Limited
31,80604092,Ultimate Offering,Forbidden
31,81122844,Wind-Up Carrier Zenmaity,Forbidden
31,81439173,Foolish Burial,Limited
31,81674782,Dimensional Fissure,Limited
31,82301904,Chaos Emperor Dragon - Envoy of the End,Forbidden
31,83555666,Ring of Destruction,Forbidden
31,83764719,Monster Reborn,Forbidden
